"","raceE1","genderE1","turnoutE1","voteTE1","race","turnout","gender","weightx"
"7464","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7465","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7466","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7467","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7468","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7469","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7470","Plurality group","Male","Voted","Other","White","Voter","Male",1
"7471","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7472","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7473","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"7474","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7476","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7477","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7478","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7479","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7481","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7482","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7483","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7484","Other minority","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7485","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"7486","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7487","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7488","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7489","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"7490","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7491","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7492","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7493","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7494","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7495","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7496","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7497","MAR","Female","Voted","Republicans","Non-white","Voter","Female",1
"7498","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7499","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"7500","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7501","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7502","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"7503","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"7504","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7505","Other minority","Female","Voted","Republicans","Non-white","Voter","Female",1
"7506","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7507","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7508","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7509","Plurality group","Male","Voted","Other","White","Voter","Male",1
"7510","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7511","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"7512","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7513","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7514","Other minority","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7515","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7516","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"7517","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7518","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"7519","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7520","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7521","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7522","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7523","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7524","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7525","MAR","Female","Voted","Republicans","Non-white","Voter","Female",1
"7526","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7527","Plurality group","Male","Voted","Other","White","Voter","Male",1
"7528","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7529","Other minority","Female","Voted","Democrats","Non-white","Voter","Female",1
"7530","MAR","Female","Voted","Republicans","Non-white","Voter","Female",1
"7531","MAR","Female","Voted","Republicans","Non-white","Voter","Female",1
"7534","Other minority","Female","Voted","Democrats","Non-white","Voter","Female",1
"7535","MAR","Male","Voted","Republicans","Non-white","Voter","Male",1
"7536","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7537","Plurality group","Female","Voted","Other","White","Voter","Female",1
"7538","Plurality group","Male","Voted","Other","White","Voter","Male",1
"7539","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7540","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7541","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7542","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7543","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7544","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7545","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7546","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7547","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"7548","MAR","Male","Voted","Republicans","Non-white","Voter","Male",1
"7549","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"7550","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7551","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7552","MAR","Male","Voted","Other","Non-white","Voter","Male",1
"7553","Other minority","Female","Voted","Other","Non-white","Voter","Female",1
"7554","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"7555","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7556","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7557","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7558","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7559","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7560","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7561","Plurality group","Male","Voted","Other","White","Voter","Male",1
"7562","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7564","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"7565","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7566","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7567","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7568","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7569","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7570","Other minority","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7571","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"7572","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7573","Plurality group","Male","Voted","Other","White","Voter","Male",1
"7574","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7575","Plurality group","Male","Voted","Other","White","Voter","Male",1
"7576","MAR","Male","Voted","Other","Non-white","Voter","Male",1
"7577","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7578","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7579","Other minority","Female","Voted","Republicans","Non-white","Voter","Female",1
"7580","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7581","Plurality group","Male","Voted","Other","White","Voter","Male",1
"7582","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7583","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7584","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"7585","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7586","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7587","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7588","Plurality group","Male","Voted","Other","White","Voter","Male",1
"7589","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7590","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7591","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7592","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7593","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7594","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7595","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7596","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"7597","MAR","Female","Voted","Republicans","Non-white","Voter","Female",1
"7598","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7599","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7600","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7601","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7602","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7603","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7604","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7605","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7606","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"7607","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7608","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7609","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7610","Other minority","Male","Voted","Democrats","Non-white","Voter","Male",1
"7611","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7612","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7613","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7614","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"7615","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7616","Plurality group","Male","Voted","Other","White","Voter","Male",1
"7617","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7618","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7619","Plurality group","Female","Voted","Other","White","Voter","Female",1
"7620","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7621","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7622","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7623","Plurality group","Male","Voted",NA,"White","Voter","Male",1
"7624","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7625","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7626","MAR","Female","Voted","Republicans","Non-white","Voter","Female",1
"7627","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7628","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7629","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7631","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7632","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7633","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7634","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7635","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7636","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7637","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7638","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7641","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7642","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"7643","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"7644","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7645","Plurality group","Male","Voted","Other","White","Voter","Male",1
"7646","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7647","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7648","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7649","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7650","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7651","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7652","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7653","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7654","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7655","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7657","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7659","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7660","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7661","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7662","MAR","Male","Voted","Republicans","Non-white","Voter","Male",1
"7663","Other minority","Male","Voted","Republicans","Non-white","Voter","Male",1
"7664","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7666","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7667","Other minority","Male","Voted","Republicans","Non-white","Voter","Male",1
"7668","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7669","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7670","Plurality group","Female","Voted","Other","White","Voter","Female",1
"7671","Plurality group","Male","Voted","Other","White","Voter","Male",1
"7672","MAR","Female","Voted",NA,"Non-white","Voter","Female",1
"7673","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7674","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7675","MAR","Male","Voted","Other","Non-white","Voter","Male",1
"7676","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7677","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"7678","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7680","MAR","Male","Voted","Republicans","Non-white","Voter","Male",1
"7681","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7682","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7683","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7684","Plurality group","Male","Voted","Other","White","Voter","Male",1
"7685","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7686","Plurality group","Male","Voted","Other","White","Voter","Male",1
"7687","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7688","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7689","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7692","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7693","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7694","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"7695","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7696","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7697","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7698","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7699","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7700","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7701","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7702","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7703","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7704","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7705","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"7706","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7707","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7708","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7709","MAR","Male","Voted","Republicans","Non-white","Voter","Male",1
"7710","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7711","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7712","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7713","Other minority","Male","Voted","Democrats","Non-white","Voter","Male",1
"7714","Plurality group","Female","Voted",NA,"White","Voter","Female",1
"7715","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7716","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7717","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7718","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7719","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7720","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7721","MAR","Female","Voted","Republicans","Non-white","Voter","Female",1
"7722","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"7723","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7724","MAR","Female","Voted","Republicans","Non-white","Voter","Female",1
"7725","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7726","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7727","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7728","Plurality group","Female","Voted",NA,"White","Voter","Female",1
"7729","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7730","MAR","Female","Voted","Other","Non-white","Voter","Female",1
"7731","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7732","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"7733","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7734","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7735","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7736","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7737","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7738","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7739","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7740","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7741","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7742","MAR","Male","Voted","Republicans","Non-white","Voter","Male",1
"7743","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7744","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7745","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7746","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7747","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7748","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7749","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7750","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"7752","MAR","Female","Voted","Other","Non-white","Voter","Female",1
"7753","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7754","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7755","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7756","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7757","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7758","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7759","MAR","Male","Voted","Republicans","Non-white","Voter","Male",1
"7760","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7761","Other minority","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7762","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7763","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7764","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7765","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7766","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7767","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7768","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7769","MAR","Female","Voted","Republicans","Non-white","Voter","Female",1
"7770","Other minority","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7772","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7773","MAR","Male","Voted","Republicans","Non-white","Voter","Male",1
"7774","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7775","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7776","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7777","Plurality group","Male","Voted","Other","White","Voter","Male",1
"7778","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7779","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7780","MAR","Female","Voted","Republicans","Non-white","Voter","Female",1
"7781","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7782","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7783","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"7784","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7785","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7786","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7787","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7788","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7789","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7790","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"7791","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7792","Other minority","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7793","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"7794","Plurality group","Female","Voted","Other","White","Voter","Female",1
"7795","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"7796","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7798","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7799","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"7800","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7801","MAR","Male","Voted",NA,"Non-white","Voter","Male",1
"7802","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"7803","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7804","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7805","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7806","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7807","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7808","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7809","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7810","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7811","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7812","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7813","Plurality group","Female","Voted",NA,"White","Voter","Female",1
"7814","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7815","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7816","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7817","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7819","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7820","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7821","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7822","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7823","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7824","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7825","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7826","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7827","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7829","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7830","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7832","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7833","MAR","Female","Voted","Republicans","Non-white","Voter","Female",1
"7834","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7835","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"7836","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"7837","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7838","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7839","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7841","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7842","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7843","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7844","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7845","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7846","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7847","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7848","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7849","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7850","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7851","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7852","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7853","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7854","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7855","Plurality group","Male","Voted","Other","White","Voter","Male",1
"7856","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7857","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7859","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7860","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7861","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7862","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7863","Plurality group","Female","Voted",NA,"White","Voter","Female",1
"7864","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"7865","MAR","Female","DNV","DNV","Non-white","Nonvoter","Female",1
"7866","Plurality group","Male","Voted","Other","White","Voter","Male",1
"7867","MAR","Female","Voted","Democrats","Non-white","Voter","Female",1
"7868","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7869","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7870","Other minority","Male","Voted","Democrats","Non-white","Voter","Male",1
"7871","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7872","MAR","Female","Voted","Republicans","Non-white","Voter","Female",1
"7873","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7874","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7875","Plurality group","Male","Voted","Other","White","Voter","Male",1
"7876","MAR","Female","Voted","Other","Non-white","Voter","Female",1
"7877","Plurality group","Female","Voted","Other","White","Voter","Female",1
"7878","Plurality group","Male","Voted","Other","White","Voter","Male",1
"7879","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7880","Plurality group","Male","DNV","DNV","White","Nonvoter","Male",1
"7881","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7882","Plurality group","Female","Voted","Republicans","White","Voter","Female",1
"7883","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7884","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7885","MAR","Female","Voted","Republicans","Non-white","Voter","Female",1
"7886","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7887","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7888","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7889","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7890","MAR","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"7891","Plurality group","Female","Voted",NA,"White","Voter","Female",1
"7892","Other minority","Male","DNV","DNV","Non-white","Nonvoter","Male",1
"7893","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7894","Plurality group","Male","Voted","Democrats","White","Voter","Male",1
"7895","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
"7896","Plurality group","Female","DNV","DNV","White","Nonvoter","Female",1
"7897","Plurality group","Male","Voted","Republicans","White","Voter","Male",1
"7898","MAR","Male","Voted","Democrats","Non-white","Voter","Male",1
"7899","Plurality group","Female","Voted","Democrats","White","Voter","Female",1
